model,algorithm,metric,rank,feature
xgb,SHAP,pr_auc,11,Bifurcation
xgb,SHAP,pr_auc,12,Stent type-SES_other
xgb,SHAP,pr_auc,13,Lesion location-Ostial
xgb,SHAP,pr_auc,14,TCL
xgb,SHAP,pr_auc,15,Total stent length
xgb,SHAP,pr_auc,16,Fast-Glu
xgb,SHAP,pr_auc,17,Initial diagnosis-AMI
xgb,SHAP,pr_auc,18,Cardiogenic shock
xgb,SHAP,pr_auc,19,Stent release pressure
xgb,SHAP,pr_auc,20,Stent type-SES_xiencev
xgb,SHAP,pr_auc,21,Stent type-SES_tivoli
xgb,SHAP,pr_auc,22,CaI
xgb,SHAP,pr_auc,23,TG
xgb,SHAP,pr_auc,24,Previous CABG
xgb,SHAP,pr_auc,25,Previous PCI
xgb,SHAP,pr_auc,26,No reflow
xgb,SHAP,pr_auc,27,ZES
xgb,SHAP,pr_auc,28,Stent type-SES_xx
xgb,SHAP,pr_auc,29,Visual thrombus
xgb,SHAP,pr_auc,30,LVEF
xgb,SHAP,pr_auc,31,Stent type-SES_resolute
xgb,SHAP,pr_auc,32,No postdilation
xgb,SHAP,pr_auc,33,Previous MI
xgb,SHAP,pr_auc,34,Age
xgb,SHAP,pr_auc,35,stent overlap
xgb,SHAP,pr_auc,36,PES
xgb,SHAP,pr_auc,37,Thrombus aspiration
xgb,SHAP,pr_auc,38,Min-stent diameter
xgb,SHAP,pr_auc,39,2-vessel disease
xgb,SHAP,pr_auc,40,Dissection
xgb_b,SHAP,pr_auc,1,eGFR
xgb_b,SHAP,pr_auc,2,Fiberinogen
xgb_b,SHAP,pr_auc,3,1.1:1Post dilation
xgb_b,SHAP,pr_auc,4,HbA1c
xgb_b,SHAP,pr_auc,5,Cre
xgb_b,SHAP,pr_auc,6,HGB
xgb_b,SHAP,pr_auc,7,LDL
xgb_b,SHAP,pr_auc,8,LV
xgb_b,SHAP,pr_auc,9,Platelet
xgb_b,SHAP,pr_auc,10,Fast-Glu
xgb_b,SHAP,pr_auc,11,CaI
xgb_b,SHAP,pr_auc,12,Previous PCI
xgb_b,SHAP,pr_auc,13,Total stent length
xgb_b,SHAP,pr_auc,14,UA
xgb_b,SHAP,pr_auc,15,Stent type-SES_xiencev
xgb_b,SHAP,pr_auc,16,Cardiogenic shock
xgb_b,SHAP,pr_auc,17,Age
xgb_b,SHAP,pr_auc,18,PES
xgb_b,SHAP,pr_auc,19,Diabetes
xgb_b,SHAP,pr_auc,20,Lesion location-Ostial
xgb_b,SHAP,pr_auc,21,Initial diagnosis-AMI
xgb_b,SHAP,pr_auc,22,Slow flow
xgb_b,SHAP,pr_auc,23,No postdilation
xgb_b,SHAP,pr_auc,24,EVS
xgb_b,SHAP,pr_auc,25,Stent type-SES_partner
xgb_b,SHAP,pr_auc,26,Stent type-SES_tivoli
xgb_b,SHAP,pr_auc,27,Stent type-SES_xx
xgb_b,SHAP,pr_auc,28,Previous MI
xgb_b,SHAP,pr_auc,29,Clopidogrel
xgb_b,SHAP,pr_auc,30,CKD5
xgb_b,SHAP,pr_auc,31,ZES
xgb_b,SHAP,pr_auc,32,STEMI
xgb_b,SHAP,pr_auc,33,Pre-TIMI flow-3
xgb_b,SHAP,pr_auc,34,Stent type-SES_resolute
xgb_b,SHAP,pr_auc,35,TCL
xgb_b,SHAP,pr_auc,36,Current drinking
xgb_b,SHAP,pr_auc,37,Ticagrelor
xgb_b,SHAP,pr_auc,38,LVEF
xgb_b,SHAP,pr_auc,39,Thrombus aspiration
xgb_b,SHAP,pr_auc,40,TIMI-0
lgb,SHAP,pr_auc,1,eGFR
lgb,SHAP,pr_auc,2,HbA1c
lgb,SHAP,pr_auc,3,Cre
lgb,SHAP,pr_auc,4,LDL
lgb,SHAP,pr_auc,5,No postdilation
lgb,SHAP,pr_auc,6,HGB
lgb,SHAP,pr_auc,7,Men
lgb,SHAP,pr_auc,8,Initial diagnosis-AMI
lgb,SHAP,pr_auc,9,1.1:1Post dilation
lgb,SHAP,pr_auc,10,Current drinking
lgb,SHAP,pr_auc,11,CaI
lgb,SHAP,pr_auc,12,LV
lgb,SHAP,pr_auc,13,TCL
lgb,SHAP,pr_auc,14,Platelet
lgb,SHAP,pr_auc,15,Fiberinogen
lgb,SHAP,pr_auc,16,LVEF
lgb,SHAP,pr_auc,17,HDL
lgb,SHAP,pr_auc,18,Fast-Glu
lgb,SHAP,pr_auc,19,Min-stent diameter
lgb,SHAP,pr_auc,20,Max-stent diameter
lgb,SHAP,pr_auc,21,Pre-TIMI flow-3
lgb,SHAP,pr_auc,22,Stent type-SES_tivoli
lgb,SHAP,pr_auc,23,TG
lgb,SHAP,pr_auc,24,Stent type-SES_xiencev
lgb,SHAP,pr_auc,25,Stent release pressure
lgb,SHAP,pr_auc,26,HL
lgb,SHAP,pr_auc,27,Stent type-SES_partner
lgb,SHAP,pr_auc,28,Current smoker
lgb,SHAP,pr_auc,29,Stent type-SES_xx
lgb,SHAP,pr_auc,30,P-RCA
lgb,SHAP,pr_auc,31,TIMI-0
lgb,SHAP,pr_auc,32,Thrombus aspiration
lgb,SHAP,pr_auc,33,Aspirin
lgb,SHAP,pr_auc,34,DAPT
lgb,SHAP,pr_auc,35,Age
lgb,SHAP,pr_auc,36,Bifurcation
lgb,SHAP,pr_auc,37,Previous PCI
lgb,SHAP,pr_auc,38,STEMI
lgb,SHAP,pr_auc,39,Total stent length
lgb,SHAP,pr_auc,40,NSTEMI
lr,FFS,pr_auc,1,LV
lr,FFS,pr_auc,2,No.of stents per lesion
lr,FFS,pr_auc,3,NSTEMI
lr,FFS,pr_auc,4,Clopidogrel
lr,FFS,pr_auc,5,Cre
lr,FFS,pr_auc,6,CKD5
lr,FFS,pr_auc,7,Men
lr,FFS,pr_auc,8,eGFR
lr,FFS,pr_auc,9,HGB
lr,FFS,pr_auc,10,Previous PCI
lr,FFS,pr_auc,11,LDL
lr,FFS,pr_auc,12,Stent type-SES_xx
rf,FFS,pr_auc,1,CaI
rf,FFS,pr_auc,2,LDL
rf,FFS,pr_auc,3,HbA1c
rf,FFS,pr_auc,4,LV
rf,FFS,pr_auc,5,Fast-Glu
rf,FFS,pr_auc,6,HDL
rf,FFS,pr_auc,7,Stent release pressure
rf,FFS,pr_auc,8,HGB
rf_b,FFS,pr_auc,1,CaI
rf_b,FFS,pr_auc,2,eGFR
rf_b,FFS,pr_auc,3,Cre
rf_b,FFS,pr_auc,4,Men
rf_b,FFS,pr_auc,5,LVEF
rf_b,FFS,pr_auc,6,Stent type-SES_resolute
cat,FFS,pr_auc,1,HbA1c
cat,FFS,pr_auc,2,LV
cat,FFS,pr_auc,3,Fast-Glu
cat,FFS,pr_auc,4,Max-stent diameter
cat,FFS,pr_auc,5,LDL
cat,FFS,pr_auc,6,No postdilation
cat,FFS,pr_auc,7,Clopidogrel
cat,FFS,pr_auc,8,Total stent length
xgb,FFS,pr_auc,1,CaI
xgb,FFS,pr_auc,2,HGB
xgb,FFS,pr_auc,3,LVEF
xgb,FFS,pr_auc,4,1.1:1Post dilation
xgb,FFS,pr_auc,5,Stent type-SES_xx
xgb,FFS,pr_auc,6,Stent type-SES_resolute
xgb,FFS,pr_auc,7,Stent type-SES_tivoli
xgb,FFS,pr_auc,8,Initial diagnosis-AMI
xgb,FFS,pr_auc,9,Stent type-SES_other
xgb,FFS,pr_auc,10,eGFR
xgb_b,FFS,pr_auc,1,CaI
xgb_b,FFS,pr_auc,2,PES
xgb_b,FFS,pr_auc,3,HGB
xgb_b,FFS,pr_auc,4,No postdilation
xgb_b,FFS,pr_auc,5,LVEF
xgb_b,FFS,pr_auc,6,CKD5
xgb_b,FFS,pr_auc,7,Cre
xgb_b,FFS,pr_auc,8,eGFR
xgb_b,FFS,pr_auc,9,Stent type-SES_tivoli
xgb_b,FFS,pr_auc,10,Total stent length
xgb_b,FFS,pr_auc,11,Stent type-SES_xiencev
xgb_b,FFS,pr_auc,12,Previous PCI
lgb,FFS,pr_auc,1,HbA1c
lgb,FFS,pr_auc,2,LV
lgb,FFS,pr_auc,3,1.1:1Post dilation
lgb,FFS,pr_auc,4,NSTEMI
